[4/20/23 06:07PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/20/23 06:07PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/20/23 06:07PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/20/23 06:07PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/20/23 06:07PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/20/23 06:07PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/20/23 06:07PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/20/23 06:07PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/20/23 06:07PM] Player dropped item: Lava bones, id: 2023, amount: 3	
[4/20/23 06:08PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/20/23 06:10PM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/20/23 06:10PM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/20/23 06:10PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/20/23 06:10PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/20/23 06:10PM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/20/23 06:10PM] Player dropped item: Fury shark, id: 17818, amount: 100	
[4/20/23 06:10PM] Player dropped item: Super restore (4), id: 3025, amount: 100	
[4/20/23 06:11PM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/20/23 06:11PM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/20/23 06:11PM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/20/23 06:13PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/20/23 06:14PM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/20/23 06:14PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/20/23 06:14PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/20/23 06:14PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/20/23 06:14PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/20/23 06:14PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/20/23 06:14PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/20/23 06:15PM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/20/23 06:15PM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/20/23 06:15PM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/20/23 06:15PM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/20/23 06:15PM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/20/23 06:15PM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/20/23 06:16PM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/20/23 06:16PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/20/23 06:16PM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/20/23 06:16PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/20/23 06:16PM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
[4/20/23 06:16PM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/20/23 06:16PM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/20/23 06:16PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/20/23 06:16PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/20/23 06:17PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/20/23 06:17PM] Player dropped item: PvM Casket, id: 2736, amount: 1	
