[4/17/23 02:49PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/17/23 02:49PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/17/23 02:49PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/17/23 02:49PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/17/23 02:49PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/17/23 02:49PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/17/23 02:49PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/17/23 02:49PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/17/23 03:01PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/17/23 03:02PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/17/23 03:02PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/17/23 03:02PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/17/23 03:07PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 03:08PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/17/23 03:19PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 03:42PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:01PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:15PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 12:06AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:03PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:27PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 01:27PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 01:27PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 01:27PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 01:28PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 01:28PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 01:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:54PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 02:04PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:00PM] Player dropped item: Vial, id: 229, amount: 1	
