[4/21/23 02:43PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/21/23 02:43PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/21/23 02:43PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/21/23 02:45PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/21/23 02:45PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/21/23 02:45PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/21/23 02:50PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/21/23 02:50PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/21/23 02:50PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/21/23 02:52PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/21/23 02:53PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/21/23 02:53PM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/21/23 02:53PM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/21/23 03:02PM] Player dropped item: Lava bones, id: 2023, amount: 13	
[4/21/23 03:04PM] Player dropped item: Lava bones, id: 2023, amount: 25	
[4/21/23 03:06PM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/21/23 03:10PM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/21/23 03:10PM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/21/23 03:10PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
