[4/16/23 01:30PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/16/23 01:48PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/16/23 01:48PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/19/23 01:01PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 01:02PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 01:02PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 01:29PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 01:48PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 02:06PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 02:18PM] Player dropped item: Smoo, id: 1005, amount: 1	
[4/19/23 02:33PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 02:42PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 03:11PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 05:04PM] Player dropped item: Antique Legs, id: 8818, amount: 1	
[4/19/23 08:13PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 06:28AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 06:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 06:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 07:48AM] Player dropped item: Nagi Gloves, id: 21066, amount: 1	
[4/20/23 07:57AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:32AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 09:20AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 09:24AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 09:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 09:50AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 10:01AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 10:28AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 10:40AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 10:51AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 11:10AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 12:12PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 12:47PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 12:47PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 03:29PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 05:56PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 09:40AM] Player dropped item: Godly Bow, id: 21018, amount: 1	
[4/24/23 02:18PM] Player dropped item: Infinite healing potion (T1), id: 23118, amount: 1	
[4/24/23 02:43PM] Player dropped item: Owner's cape, id: 7995, amount: 1	
[4/24/23 03:03PM] Player dropped item: Blood Vitur, id: 8136, amount: 1	
[4/24/23 03:03PM] Player dropped item: Lili Helm, id: 22136, amount: 1	
[4/24/23 03:03PM] Player dropped item: Blood Body, id: 8814, amount: 1	
[4/24/23 03:03PM] Player dropped item: Infinite healing potion (T3), id: 23120, amount: 1	
[4/24/23 03:03PM] Player dropped item: Slayer ticket, id: 5023, amount: 6148	
[4/24/23 03:03PM] Player dropped item: Owner's cape, id: 7995, amount: 1	
[4/24/23 03:03PM] Player dropped item: Infinite overload potion (T3), id: 23126, amount: 1	
[4/24/23 03:03PM] Player dropped item: Solar Staff, id: 22135, amount: 1	
[4/24/23 03:03PM] Player dropped item: Collector ring, id: 4446, amount: 1	
[4/24/23 03:03PM] Player dropped item: Collector ring, id: 4446, amount: 1	
[4/24/23 03:03PM] Player dropped item: $10 Bond, id: 23057, amount: 2	
[4/24/23 03:03PM] Player dropped item: Double DR Scroll 1 Hour, id: 15355, amount: 1	
[4/24/23 03:03PM] Player dropped item: Solar Robe Top, id: 15646, amount: 1	
[4/24/23 03:03PM] Player dropped item: Lili Legs, id: 22138, amount: 1	
[4/24/23 03:03PM] Player dropped item: Lili Aura, id: 22142, amount: 1	
[4/24/23 03:03PM] Player dropped item: Varth Gloves, id: 22150, amount: 1	
[4/24/23 03:03PM] Player dropped item: Tarn token, id: 10835, amount: 3475354	
[4/24/23 03:03PM] Player dropped item: Gladiator Boots, id: 15201, amount: 1	
[4/24/23 03:03PM] Player dropped item: Gold Enhancement, id: 17391, amount: 1	
[4/24/23 03:04PM] Player dropped item: Collector necklace II, id: 19888, amount: 1	
[4/24/23 03:04PM] Player dropped item: Vote scroll, id: 23020, amount: 10	
