[4/17/23 06:49AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/17/23 06:49AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/17/23 06:49AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/17/23 06:49AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/17/23 06:49AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/17/23 06:49AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/17/23 06:49AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/17/23 06:49AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/17/23 06:49AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/17/23 06:52AM] Player dropped item: Tormented Sword, id: 21048, amount: 1	
[4/17/23 06:57AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/17/23 06:57AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/17/23 06:57AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/17/23 06:57AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/17/23 06:57AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/17/23 06:57AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/17/23 06:57AM] Player dropped item: Imperial Staff, id: 18629, amount: 1	
[4/17/23 06:57AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/17/23 06:57AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/17/23 06:57AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/17/23 06:57AM] Player dropped item: Aberrant Cape, id: 4367, amount: 1	
[4/17/23 07:17AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 08:13AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/17/23 08:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 08:43AM] Player dropped item: Emerald Chaps, id: 11003, amount: 1	
[4/17/23 08:46AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 08:55AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:08PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:23PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:57PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:48PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 05:43PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/18/23 05:59PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 03:51PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 04:45PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 03:22PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 06:32AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 07:01AM] Player dropped item: Vial, id: 229, amount: 1	
