[4/20/23 04:56PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/20/23 04:56PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/20/23 04:56PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/20/23 04:56PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/20/23 04:57PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/20/23 04:57PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/21/23 12:57AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 12:57AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 12:58AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 01:02AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/21/23 01:13AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 01:29AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 03:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 03:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 03:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 03:53AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 05:01AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 11:11AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 11:44AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 11:44AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 12:18PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 12:18PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 01:06PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 01:26PM] Player dropped item: Zinq sword, id: 23055, amount: 1	
[4/22/23 02:04PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 02:11PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 02:22PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 02:33PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 02:47PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 03:04PM] Player dropped item: Lava bones, id: 2023, amount: 25	
[4/22/23 03:18PM] Player dropped item: Lava bones, id: 2023, amount: 1	
[4/22/23 03:18PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 03:33PM] Player dropped item: Vial, id: 229, amount: 1	
