[4/15/23 01:34AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/15/23 01:34AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 01:34AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 01:34AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 01:34AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 01:34AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 01:34AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 01:34AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 01:36AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 01:36AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/15/23 01:36AM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/15/23 01:36AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 01:36AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 01:36AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 01:40AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/15/23 03:35AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 03:36AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 04:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 04:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 04:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 04:43AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/15/23 04:50AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 06:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 06:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 06:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 06:57AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 08:13AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 08:13AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 08:49AM] Player dropped item: Mystic boots, id: 23025, amount: 1	
[4/15/23 08:57AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 12:57PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 01:13PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 01:30PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 01:33PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 01:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 02:00PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 02:12PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 02:29PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 02:40PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 02:49PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:28PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:28PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:32PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:41PM] Player dropped item: Mystic helm, id: 23021, amount: 1	
[4/15/23 11:33PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 11:44PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 12:04AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 12:04AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 12:57AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 12:57AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 01:13AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 01:59AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 02:41AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 03:06AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 03:06AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 02:11PM] Player dropped item: Infinite overload potion (T1), id: 23124, amount: 1	
[4/16/23 11:54PM] Player dropped item: $10 Bond, id: 23057, amount: 25977482	
[4/19/23 12:43AM] Player dropped item: Rage attachment, id: 9083, amount: 1	
[4/19/23 12:43AM] Player dropped item: Rage attachment, id: 9083, amount: 1	
[4/19/23 12:43AM] Player dropped item: Rage attachment, id: 9083, amount: 1	
[4/19/23 12:43AM] Player dropped item: Rage attachment, id: 9083, amount: 1	
[4/19/23 12:43AM] Player dropped item: Rage attachment, id: 9083, amount: 1	
[4/19/23 12:43AM] Player dropped item: Collector Attachment, id: 9084, amount: 1	
[4/19/23 12:43AM] Player dropped item: Collector Attachment, id: 9084, amount: 1	
[4/19/23 12:43AM] Player dropped item: Collector Attachment, id: 9084, amount: 1	
