[4/15/23 11:27PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 11:30PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 11:45PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 11:45PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 11:45PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 11:45PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/16/23 08:47AM] Player dropped item: Blurite Ring, id: 19992, amount: 1	
[4/16/23 04:49PM] Player dropped item: Coin, id: 995, amount: 935	
[4/17/23 01:05AM] Player dropped item: Coin, id: 995, amount: 4028	
[4/17/23 04:34PM] Player dropped item: Coin, id: 995, amount: 70	
[4/17/23 05:15PM] Player dropped item: Nagi Gloves, id: 21066, amount: 1	
[4/17/23 06:00PM] Player dropped item: Maze Maul, id: 17710, amount: 1	
[4/18/23 03:42AM] Player dropped item: Coin, id: 995, amount: 344	
[4/18/23 03:47AM] Player dropped item: Coin, id: 995, amount: 922	
[4/18/23 04:12AM] Player dropped item: Coin, id: 995, amount: 888	
[4/18/23 04:14AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 04:24AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 11:01AM] Player dropped item: Black platebody (h3), id: 19487, amount: 1	
[4/18/23 12:13PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 12:13PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 10:23AM] Player dropped item: Malvek Katana, id: 14018, amount: 1	
[4/20/23 10:23AM] Player dropped item: Zircon (Warrior), id: 23094, amount: 1	
[4/20/23 10:23AM] Player dropped item: Tormented Cape, id: 21039, amount: 1	
[4/20/23 10:24AM] Player dropped item: Nite Hammer Off-Hand, id: 17700, amount: 1	
[4/20/23 10:24AM] Player dropped item: Forsaken Helm, id: 14910, amount: 1	
[4/20/23 10:24AM] Player dropped item: Lust Legging, id: 8808, amount: 1	
[4/20/23 10:24AM] Player dropped item: Collector necklace, id: 19886, amount: 1	
[4/20/23 10:24AM] Player dropped item: Inferno Boots, id: 13305, amount: 1	
[4/20/23 10:24AM] Player dropped item: Doom Aura, id: 12614, amount: 1	
