[4/18/23 07:02AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/19/23 03:19PM] Player dropped item: Titan Body, id: 8804, amount: 1	
[4/19/23 03:19PM] Player dropped item: Unknown Body, id: 21043, amount: 1	
[4/19/23 03:19PM] Player dropped item: Doom Aura, id: 12614, amount: 1	
[4/19/23 03:19PM] Player dropped item: Titan Helm, id: 8803, amount: 1	
[4/19/23 03:19PM] Player dropped item: Lust Poncho, id: 8807, amount: 1	
[4/19/23 03:19PM] Player dropped item: Lust Legging, id: 8808, amount: 1	
[4/19/23 03:19PM] Player dropped item: Lust Visor, id: 8806, amount: 1	
[4/19/23 03:20PM] Player dropped item: Lust Legging, id: 8808, amount: 1	
[4/19/23 03:20PM] Player dropped item: Titan Chaps, id: 8805, amount: 1	
[4/19/23 03:20PM] Player dropped item: Unknown Body, id: 21043, amount: 1	
[4/19/23 03:20PM] Player dropped item: Godly Boots, id: 14053, amount: 1	
[4/19/23 03:20PM] Player dropped item: Gold Gloves, id: 11181, amount: 1	
[4/19/23 03:20PM] Player dropped item: Unknown Body, id: 21043, amount: 1	
[4/19/23 03:20PM] Player dropped item: Godly Bow, id: 21018, amount: 1	
[4/19/23 03:20PM] Player dropped item: Unknown Body, id: 21043, amount: 1	
[4/20/23 03:32AM] Player dropped item: Solar Hood, id: 15645, amount: 1	
[4/22/23 09:26PM] Player dropped item: Groudon Shield, id: 13964, amount: 1	
[4/25/23 04:36AM] Player dropped item: Agumon Boots, id: 22158, amount: 1	
