[4/15/23 01:44PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 01:44PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 01:44PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 01:44PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 01:44PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 01:44PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 01:50PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 01:50PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 01:51PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/15/23 01:52PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/15/23 02:09PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/15/23 02:25PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 02:56PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 02:56PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 03:15AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/16/23 11:01AM] Player dropped item: Patience helm, id: 23034, amount: 1	
[4/16/23 12:46PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 12:57PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 01:17PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 01:25PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 01:38PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 01:53PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 02:01PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 02:17PM] Player dropped item: Bronze pickaxe, id: 1265, amount: 1	
[4/16/23 02:17PM] Player dropped item: AFK ticket, id: 5020, amount: 30	
[4/16/23 02:24PM] Player dropped item: Bronze pickaxe, id: 1265, amount: 1	
[4/16/23 02:46PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 03:00PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 03:14PM] Player dropped item: Vial, id: 229, amount: 1	
