[4/15/23 06:35AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 06:35AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 06:35AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 06:35AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 06:35AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 06:35AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 06:35AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/15/23 06:35AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 06:35AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 06:35AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/15/23 06:35AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/15/23 06:49AM] Player dropped item: @bla@Progressive reward box, id: 10025, amount: 1	
[4/15/23 06:58AM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/15/23 06:58AM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/15/23 07:10AM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/15/23 07:25AM] Player dropped item: PvM Casket, id: 2736, amount: 3	
[4/15/23 07:36AM] Player dropped item: PvM Casket, id: 2736, amount: 1	
[4/15/23 07:40AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/15/23 07:49AM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/15/23 07:52AM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
[4/15/23 07:57AM] Player dropped item: Imperial Whip, id: 18750, amount: 1	
