[4/16/23 05:10PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/16/23 05:10PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/16/23 05:10PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/16/23 05:10PM] Player dropped item: Blurite Cape, id: 20400, amount: 1	
[4/16/23 05:10PM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/16/23 05:10PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:11PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/16/23 05:11PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/16/23 05:11PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/16/23 05:11PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/16/23 05:14PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/16/23 05:14PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/16/23 05:14PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/16/23 05:14PM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/16/23 05:14PM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/16/23 05:14PM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/16/23 05:14PM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/16/23 05:17PM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/16/23 05:17PM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/16/23 05:17PM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/16/23 05:17PM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/16/23 05:26PM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/16/23 05:26PM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/16/23 05:37PM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/16/23 05:42PM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/16/23 05:43PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/16/23 05:44PM] Player dropped item: Blurite Legs, id: 19986, amount: 1	
[4/16/23 05:45PM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
[4/16/23 05:45PM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/16/23 05:46PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/16/23 05:52PM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/16/23 05:52PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 05:55PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:55PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:57PM] Player dropped item: Blurite Ring, id: 19992, amount: 1	
[4/17/23 05:33AM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/17/23 05:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 08:27PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 08:46PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 10:14PM] Player dropped item: Lava bones, id: 2023, amount: 12317	
[4/17/23 10:22PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 11:10AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 11:10AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 11:10AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 12:23PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 12:23PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 12:29PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:45AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/20/23 08:45AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/20/23 08:45AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/20/23 08:45AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/20/23 08:45AM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/20/23 08:45AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/20/23 08:45AM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/20/23 08:45AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/20/23 08:45AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/20/23 08:45AM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/20/23 08:45AM] Player dropped item: Zinq boots, id: 23054, amount: 1	
[4/20/23 08:46AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/20/23 08:46AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/20/23 08:46AM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/20/23 08:48AM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/20/23 08:48AM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/20/23 08:48AM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/20/23 08:48AM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/20/23 08:48AM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/20/23 08:48AM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/20/23 08:48AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:48AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:48AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:52AM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/20/23 08:52AM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/20/23 08:52AM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/20/23 08:52AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/20/23 08:52AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/20/23 08:52AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/20/23 08:52AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/20/23 08:52AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/20/23 08:52AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/20/23 08:52AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/20/23 08:52AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/20/23 08:53AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/20/23 08:53AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/20/23 08:53AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/20/23 08:53AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/20/23 08:54AM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/20/23 08:54AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/20/23 08:54AM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/20/23 08:55AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/20/23 08:55AM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/20/23 08:55AM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/20/23 08:55AM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/20/23 08:55AM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/20/23 08:55AM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/20/23 08:55AM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/20/23 08:55AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/20/23 08:55AM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/20/23 08:55AM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/20/23 08:56AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/20/23 08:56AM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/20/23 08:56AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/20/23 08:56AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
