[4/15/23 08:25AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 08:25AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 08:26AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 08:26AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 08:27AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/15/23 08:27AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/15/23 08:27AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 08:27AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 08:27AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 08:27AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 09:51AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 10:03AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/15/23 10:08AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/15/23 11:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:56PM] Player dropped item: DMG Potion (Mortal), id: 3090, amount: 1	
[4/15/23 04:11PM] Player dropped item: Zinq boots, id: 23054, amount: 1	
[4/15/23 04:18PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 05:18PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/15/23 05:42PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 06:09PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 06:24PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 07:10PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 07:54PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 07:54PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 07:54PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:03AM] Player dropped item: Antique Staff, id: 23145, amount: 1	
[4/16/23 12:41PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 12:50PM] Player dropped item: Vial, id: 229, amount: 1	
