[4/21/23 09:46AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/21/23 09:54AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/21/23 09:54AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/21/23 09:54AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/21/23 09:55AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/21/23 09:55AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/21/23 09:55AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/21/23 09:55AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/21/23 09:55AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/21/23 09:55AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/21/23 09:55AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/21/23 09:55AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/21/23 10:14AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/21/23 10:40AM] Player dropped item: Lava bones, id: 2023, amount: 25	
[4/21/23 10:42AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 10:55AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 11:15AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 11:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 11:40AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 11:42AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/21/23 11:46AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/21/23 12:04PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 12:21PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 12:37PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 12:54PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 01:06PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 01:24PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 01:53PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 02:33PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 02:46PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 03:03PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 05:46PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 06:01PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 06:13PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 06:13PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/21/23 06:27PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 06:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 06:53PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:09PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:22PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:38PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 07:02PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 07:02PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 07:19PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 07:32PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 07:44PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 08:02PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 08:12PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 08:20PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/22/23 08:21PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/22/23 08:21PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/22/23 08:21PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/22/23 08:21PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/22/23 08:21PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/22/23 08:21PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/22/23 08:21PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/22/23 08:21PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/22/23 08:26PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:17AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:20AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:24AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:34AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:53AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 12:10PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 12:37PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 12:37PM] Player dropped item: Vial, id: 229, amount: 1	
[4/26/23 03:26AM] Player dropped item: Lava bones, id: 2023, amount: 26869	
