[4/16/23 01:43PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/16/23 01:44PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/16/23 01:44PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/16/23 01:44PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/16/23 01:44PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/16/23 01:44PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/16/23 01:44PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/16/23 01:49PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/16/23 03:20PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/16/23 03:20PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/16/23 05:37PM] Player dropped item: Zinq shield, id: 23056, amount: 1	
[4/18/23 01:17AM] Player dropped item: Obsidian Crossbow Off-Hand, id: 23067, amount: 1	
