[4/23/23 05:56AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/23/23 05:56AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/23/23 05:56AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/23/23 05:58AM] Player dropped item: Blurite Legs, id: 19986, amount: 1	
[4/23/23 05:59AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/23/23 05:59AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/23/23 06:00AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/23/23 06:00AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/23/23 06:00AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/23/23 06:02AM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/23/23 06:02AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/23/23 06:03AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/23/23 06:03AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/23/23 06:03AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/23/23 06:05AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 06:16AM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/23/23 06:17AM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/23/23 06:17AM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/23/23 06:17AM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
