[4/22/23 12:47AM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/22/23 12:49AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/22/23 12:57AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/22/23 01:15AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/22/23 01:20AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/22/23 01:20AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/22/23 09:23PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/22/23 10:38PM] Player dropped item: Zinq shield, id: 23056, amount: 1	
[4/22/23 10:39PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/22/23 10:39PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/22/23 11:29PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/23/23 12:23AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
