[4/21/23 02:31PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/21/23 02:31PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/21/23 02:31PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/21/23 02:31PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/21/23 02:31PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/21/23 02:31PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/21/23 02:31PM] Player dropped item: Fury shark, id: 17818, amount: 100	
[4/21/23 02:31PM] Player dropped item: Super restore (4), id: 3025, amount: 100	
[4/21/23 02:35PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/21/23 03:08PM] Player dropped item: Holy water, id: 732, amount: 1	
[4/21/23 03:09PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/21/23 03:11PM] Player dropped item: Holy water, id: 732, amount: 1	
[4/21/23 03:17PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/21/23 03:17PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/21/23 03:17PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
