[4/18/23 09:14PM] Player dropped item: Fury shark, id: 17818, amount: 100	
[4/18/23 09:20PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/18/23 09:21PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/18/23 09:21PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/18/23 09:21PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/18/23 09:21PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/18/23 09:21PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/18/23 09:21PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/18/23 09:21PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/18/23 09:21PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/18/23 09:21PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/18/23 09:21PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/18/23 09:21PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/18/23 09:27PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 10:04PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 10:15PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 10:51PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 11:01PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 11:11PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 11:22PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/18/23 11:22PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 11:38PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 10:55AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 11:08AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 11:22AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 11:00PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 11:09PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 11:13PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/21/23 11:32PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 11:44PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 11:57PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 12:07AM] Player dropped item: Vial, id: 229, amount: 1	
