[4/15/23 02:05PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 02:05PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 02:05PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 02:05PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 02:05PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 02:05PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 02:09PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/15/23 02:11PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 02:11PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 02:21PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/15/23 02:21PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/15/23 02:21PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/15/23 02:56PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:17PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:20PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 03:22PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:32PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:41PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 03:47PM] Player dropped item: Revenant Body, id: 18001, amount: 1	
[4/15/23 03:52PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 04:00PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/15/23 04:04PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 04:18PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 04:18PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 04:22PM] Player dropped item: Clean Sephialla, id: 913, amount: 1	
[4/15/23 04:28PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 04:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 04:43PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 04:45PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 04:51PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 04:52PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 04:59PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 05:24PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 05:33PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 05:49PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 05:54PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 05:55PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 05:55PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 05:55PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 05:59PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 06:13PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 06:28PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 06:41PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 06:55PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 08:24PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:23PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:25PM] Player dropped item: Vial, id: 229, amount: 1	
