[4/17/23 11:19AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/17/23 11:20AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/17/23 11:47AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/17/23 11:47AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/17/23 11:47AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/17/23 11:47AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/17/23 11:47AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/17/23 11:47AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/17/23 11:54AM] Player dropped item: Lava bones, id: 2023, amount: 3	
[4/17/23 12:11PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 12:18PM] Player dropped item: Lava bones, id: 2023, amount: 100	
[4/17/23 01:26PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 01:26PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:23AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 01:23AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 02:54AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 02:54AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 11:49PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 11:49PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 12:25AM] Player dropped item: Widow Eggs, id: 1013, amount: 1	
