[4/19/23 12:00AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 12:04AM] Player dropped item: Clean Larith, id: 777, amount: 1	
[4/19/23 12:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 12:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 12:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 12:20AM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/19/23 12:25AM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/19/23 12:29AM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/19/23 12:33AM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/19/23 01:07AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 01:07AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 01:10AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/19/23 01:32AM] Player dropped item: $10 Bond, id: 23057, amount: 145	
[4/19/23 01:50AM] Player dropped item: Owner's Attachment, id: 22110, amount: 1	
[4/19/23 01:58AM] Player dropped item: Owner's Attachment, id: 22110, amount: 1	
[4/19/23 02:26AM] Player dropped item: Varth Gloves, id: 22150, amount: 1	
