[4/18/23 02:23PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 02:28PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/18/23 02:28PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/18/23 02:28PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/18/23 02:28PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/18/23 02:28PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/18/23 02:28PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/18/23 02:30PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/18/23 02:31PM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
[4/18/23 02:33PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/18/23 02:33PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
