[4/15/23 09:16AM] Player dropped item: Lava bones, id: 2023, amount: 5	
[4/15/23 09:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 10:09AM] Player dropped item: Zinq helm, id: 23050, amount: 1	
[4/15/23 10:14AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 10:15AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 10:16AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 10:20AM] Player dropped item: Clean Larith, id: 777, amount: 1	
[4/15/23 10:28AM] Player dropped item: Clean Verinise, id: 815, amount: 1	
[4/15/23 10:32AM] Player dropped item: Clean Sephialla, id: 913, amount: 1	
[4/15/23 10:51AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
