[4/20/23 06:27AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/20/23 06:27AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/20/23 06:28AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/20/23 06:28AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/20/23 06:28AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/20/23 06:28AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/20/23 06:28AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/20/23 06:28AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/20/23 06:28AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/20/23 06:29AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/20/23 06:29AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/20/23 06:54AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 07:39AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 07:41AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 08:00AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/21/23 08:23AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 09:47AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 09:10AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 04:13PM] Player dropped item: Titan Helm, id: 8803, amount: 1	
[4/22/23 04:19PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 05:44AM] Player dropped item: Super restore (1), id: 3030, amount: 1	
[4/23/23 06:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 12:58PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 01:13PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 01:26PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 01:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 01:54PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 02:06PM] Player dropped item: Super restore (1), id: 3030, amount: 1	
[4/23/23 06:37PM] Player dropped item: Infinite healing potion (T1), id: 23118, amount: 1	
