[4/19/23 01:16PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 01:24PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 01:24PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 01:50PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 06:30PM] Player dropped item: Zinq body, id: 23051, amount: 1	
[4/19/23 07:37PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 07:37PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 01:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 01:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 01:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 01:40PM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/20/23 01:41PM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/20/23 01:49PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 01:49PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 01:52PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 01:53PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 05:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 05:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 04:00PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/21/23 04:00PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/21/23 05:51PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 05:56PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 12:28PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 12:49PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 01:14PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 01:28PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 01:28PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 02:46PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 02:46PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 02:46PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 03:30PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 03:30PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 03:37PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 03:39PM] Player dropped item: Super restore (3), id: 3026, amount: 1	
[4/22/23 06:14PM] Player dropped item: Zinq sword, id: 23055, amount: 1	
[4/22/23 06:14PM] Player dropped item: Zinq legs, id: 23052, amount: 1	
[4/22/23 06:14PM] Player dropped item: Zinq sword, id: 23055, amount: 1	
[4/22/23 06:22PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 07:59PM] Player dropped item: Vial, id: 229, amount: 1	
