[4/21/23 03:12AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/21/23 03:12AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/21/23 03:12AM] Player dropped item: Imperial Whip, id: 18750, amount: 1	
[4/21/23 03:12AM] Player dropped item: Imperial Staff, id: 18629, amount: 1	
[4/21/23 03:12AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/21/23 03:12AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/21/23 03:12AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/21/23 03:12AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/21/23 03:12AM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/21/23 03:12AM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
[4/21/23 03:15AM] Player dropped item: Collector necklace, id: 19886, amount: 1	
[4/21/23 03:15AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/21/23 03:15AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/21/23 05:13PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/21/23 05:13PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/21/23 05:14PM] Player dropped item: Lava bones, id: 2023, amount: 65	
[4/21/23 05:14PM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/21/23 05:14PM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/21/23 05:14PM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/21/23 05:14PM] Player dropped item: Blurite Ring, id: 19992, amount: 1	
[4/21/23 05:14PM] Player dropped item: Blurite Cape, id: 20400, amount: 1	
[4/21/23 05:15PM] Player dropped item: Blurite Cape, id: 20400, amount: 1	
[4/21/23 05:15PM] Player dropped item: Lava bones, id: 2023, amount: 1	
[4/21/23 05:16PM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/21/23 05:16PM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/21/23 05:16PM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/21/23 05:17PM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/21/23 05:17PM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/21/23 05:17PM] Player dropped item: Lava bones, id: 2023, amount: 62	
[4/21/23 05:17PM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/21/23 05:17PM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/21/23 05:17PM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/21/23 05:19PM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/21/23 05:19PM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
