[4/15/23 12:53AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 12:53AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 12:53AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 12:54AM] Player dropped item: Tormented Boots, id: 21041, amount: 1	
[4/15/23 12:54AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 12:54AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 12:59AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 12:59AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 09:01AM] Player dropped item: Clean Cardamon, id: 789, amount: 1	
[4/15/23 09:48AM] Player dropped item: Revenant Body, id: 18001, amount: 1	
[4/15/23 09:55AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 09:58AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/15/23 09:58AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/15/23 09:58AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/15/23 10:12AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/15/23 10:12AM] Player dropped item: Clean Sephialla, id: 913, amount: 1	
[4/15/23 10:47AM] Player dropped item: Spoolwood, id: 942, amount: 1	
[4/15/23 11:09AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/15/23 11:09AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/15/23 11:51AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 11:51AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 05:25PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 01:34AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 01:34AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:29AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 02:10AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 01:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 03:56AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 03:56AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 06:07AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/23/23 11:04AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:09AM] Player dropped item: Vial, id: 229, amount: 1	
