[4/16/23 11:46AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/16/23 11:46AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/16/23 11:50AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/16/23 11:50AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/16/23 11:50AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/16/23 11:50AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/16/23 11:53AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/16/23 11:55AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/16/23 11:55AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/16/23 12:36PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/16/23 12:36PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/16/23 12:36PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 12:36PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 12:36PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 09:45PM] Player dropped item: Inferno Boots, id: 13305, amount: 1	
[4/17/23 08:25AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/17/23 11:59AM] Player dropped item: Titan Chaps, id: 8805, amount: 1	
[4/20/23 06:12AM] Player dropped item: Solar Robe Bottom, id: 15647, amount: 1	
