[4/21/23 10:35PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/21/23 10:35PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/21/23 10:35PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/21/23 10:35PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/21/23 10:35PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/21/23 10:35PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/21/23 10:36PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/21/23 10:36PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/21/23 10:36PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/21/23 10:36PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/21/23 10:36PM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/21/23 10:36PM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
[4/21/23 10:38PM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/21/23 10:38PM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/21/23 10:43PM] Player dropped item: Nightmare boots, id: 23032, amount: 1	
