[4/15/23 06:27AM] Player dropped item: Abyssal whip, id: 4151, amount: 1	
[4/15/23 06:27AM] Player dropped item: Abyssal whip, id: 4151, amount: 1	
[4/15/23 06:27AM] Player dropped item: Abyssal whip, id: 4151, amount: 1	
[4/15/23 06:27AM] Player dropped item: Abyssal whip, id: 4151, amount: 1	
[4/15/23 06:27AM] Player dropped item: Abyssal whip, id: 4151, amount: 1	
[4/15/23 06:26PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 06:27PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 06:27PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 06:27PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/15/23 06:27PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 06:27PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/15/23 06:27PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/15/23 06:27PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 06:27PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 06:27PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 06:27PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 06:27PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 06:27PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/15/23 06:27PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 06:27PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 01:55AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 02:24AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:57AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:57AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 08:32PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 10:30PM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/18/23 06:25PM] Player dropped item: Aberrant Boots, id: 8334, amount: 1	
[4/18/23 06:25PM] Player dropped item: Aberrant Boots, id: 8334, amount: 1	
[4/19/23 04:23PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 04:24PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 04:24PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 04:30PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 04:30PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 04:37PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 04:37PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 04:38PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 04:38PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 04:58PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 04:58PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 04:58PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 05:47PM] Player dropped item: Rune platebody (h2), id: 19486, amount: 1	
[4/19/23 05:47PM] Player dropped item: Rune platebody (h2), id: 19486, amount: 1	
[4/19/23 07:37PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 07:37PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 07:42PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 07:49PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 07:50PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 07:53PM] Player dropped item: Lava bones, id: 2023, amount: 50	
[4/19/23 07:54PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 07:54PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 08:04PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 08:04PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 08:04PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 08:04PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 08:18PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 08:18PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 08:18PM] Player dropped item: Lava bones, id: 2023, amount: 180	
[4/19/23 08:46PM] Player dropped item: Lava bones, id: 2023, amount: 50	
[4/20/23 01:53AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 02:23AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
