[4/17/23 01:43AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/17/23 01:44AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/17/23 01:44AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/17/23 02:09AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/17/23 04:04AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/17/23 04:24AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 04:24AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 04:50AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 03:04AM] Player dropped item: Sacred Body, id: 23135, amount: 1	
[4/18/23 01:26PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/18/23 01:26PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/18/23 01:27PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/18/23 01:27PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/18/23 01:27PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/18/23 02:38PM] Player dropped item: Agumon Body, id: 22153, amount: 1	
