[4/15/23 09:31AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:43AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:58AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:58AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 10:04AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 12:23AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/16/23 01:01AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/16/23 07:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 07:59PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 07:59PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 07:59PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 07:59PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 07:59PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 07:59PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 07:59PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 07:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 07:27AM] Player dropped item: Lava bones, id: 2023, amount: 50	
[4/19/23 07:39AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 07:45AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/19/23 07:54AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 07:55AM] Player dropped item: Lava bones, id: 2023, amount: 930	
[4/19/23 08:04AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 08:07PM] Player dropped item: Vial, id: 229, amount: 1	
