[4/19/23 09:05AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/19/23 09:06AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/19/23 09:06AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/19/23 09:06AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/19/23 09:06AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/19/23 09:06AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/19/23 09:06AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/19/23 09:06AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/20/23 02:17AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/25/23 04:40PM] Player dropped item: Revenant Body, id: 18001, amount: 1	
[4/25/23 04:40PM] Player dropped item: Revenant Body, id: 18001, amount: 1	
[4/25/23 04:47PM] Player dropped item: Mystic book, id: 23027, amount: 1	
[4/25/23 04:47PM] Player dropped item: Mystic book, id: 23027, amount: 1	
[4/25/23 05:43PM] Player dropped item: Vial, id: 229, amount: 1	
