[4/16/23 05:26AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/16/23 05:27AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/16/23 05:27AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/16/23 05:29AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/16/23 05:29AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/16/23 05:29AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/16/23 05:37AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/16/23 05:37AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/16/23 05:39AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/16/23 05:45AM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/16/23 05:46AM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
