[4/22/23 06:13AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/22/23 06:13AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/22/23 06:13AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/22/23 06:14AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/22/23 06:14AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/22/23 06:14AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/22/23 06:16AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/22/23 06:16AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/22/23 06:16AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/22/23 06:16AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/22/23 06:19AM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/22/23 06:26AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/22/23 06:27AM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/22/23 06:31AM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
[4/22/23 06:35AM] Player dropped item: Super restore (2), id: 3028, amount: 1	
[4/22/23 06:39AM] Player dropped item: Vial, id: 229, amount: 1	
