[4/14/23 06:12AM] Player dropped item: Blurite sword, id: 667, amount: 1	
[4/14/23 06:13AM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/14/23 06:13AM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/14/23 06:14AM] Player dropped item: Jug of bad wine, id: 1992, amount: 1	
[4/14/23 06:20AM] Player dropped item: Blurite Cape, id: 20400, amount: 1	
[4/14/23 06:52AM] Player dropped item: Titan Chaps, id: 8805, amount: 1	
[4/14/23 06:53AM] Player dropped item: alex shield, id: 14054, amount: 1	
[4/14/23 08:04AM] Player dropped item: Dragon spear (p+), id: 13774, amount: 1	
[4/14/23 08:10AM] Player dropped item: Shinigami Sword, id: 13333, amount: 1	
[4/14/23 08:10AM] Player dropped item: Super Buu Ward, id: 15832, amount: 1	
[4/14/23 08:10AM] Player dropped item: Shinigami Head, id: 13328, amount: 1	
[4/14/23 08:10AM] Player dropped item: Shinigami Body, id: 13329, amount: 1	
[4/14/23 08:10AM] Player dropped item: Shinigami Boots, id: 13332, amount: 1	
[4/14/23 08:10AM] Player dropped item: Shinigami Legs, id: 13330, amount: 1	
[4/14/23 08:10AM] Player dropped item: Joker helm, id: 5068, amount: 1	
[4/14/23 08:10AM] Player dropped item: Fazula Staff, id: 4071, amount: 1	
[4/14/23 08:10AM] Player dropped item: Fazula Head, id: 4066, amount: 1	
[4/14/23 08:10AM] Player dropped item: Fazula Body, id: 4067, amount: 1	
[4/14/23 08:10AM] Player dropped item: Fazula Legs, id: 4068, amount: 1	
[4/14/23 08:10AM] Player dropped item: Fazula Gloves, id: 4070, amount: 1	
[4/14/23 08:10AM] Player dropped item: Fazula Boots, id: 4069, amount: 1	
[4/14/23 08:10AM] Player dropped item: Shinigami Wings, id: 4369, amount: 1	
[4/15/23 04:25AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 04:25AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 04:25AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 04:25AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 04:26AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 04:26AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 04:37AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 04:50AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 04:50AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 04:57AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/15/23 04:57AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/15/23 04:57AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/15/23 04:59AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/15/23 06:44AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 06:44AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 09:22AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:22AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 11:42AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 11:51AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 12:04PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 12:15PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 12:27PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 12:40PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 12:57PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 01:12PM] Player dropped item: Vial, id: 229, amount: 1	
