[4/20/23 08:36AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/20/23 08:36AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/20/23 08:36AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/20/23 08:36AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/20/23 08:38AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/20/23 08:38AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/20/23 08:38AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/20/23 08:48AM] Player dropped item: Revenant Wings, id: 18005, amount: 1	
[4/20/23 09:05AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 03:57PM] Player dropped item: Mystic legs, id: 23023, amount: 1	
[4/20/23 04:50PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 05:20PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 05:20PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/21/23 05:17AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 05:17AM] Player dropped item: Vial, id: 229, amount: 1	
[4/26/23 02:56PM] Player dropped item: Clean Larith, id: 777, amount: 1	
