[4/18/23 12:41PM] Player picked up item: Coin, id: 995, amount: 1022231, owner: Jizzle	
[4/18/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jizzle	
[4/19/23 07:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jizzle	
[4/19/23 07:23AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jizzle	
[4/19/23 07:25AM] Player picked up item: Coin, id: 995, amount: 2115958, owner: Jizzle	
[4/19/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jizzle	
[4/19/23 07:27AM] Player picked up item: Coin, id: 995, amount: 2693658, owner: Jizzle	
[4/19/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jizzle	
[4/19/23 07:48AM] Player picked up item: Coin, id: 995, amount: 1021673, owner: Jizzle	
[4/19/23 07:48AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jizzle	
[4/19/23 08:17AM] Player picked up item: Coin, id: 995, amount: 1691859, owner: Jizzle	
[4/19/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jizzle	
[4/19/23 08:48AM] Player picked up item: Coin, id: 995, amount: 1290123, owner: Jizzle	
[4/19/23 08:49AM] Player picked up item: Coin, id: 995, amount: 2998925, owner: Jizzle	
[4/19/23 11:15AM] Player picked up item: Coin, id: 995, amount: 2310049, owner: Jizzle	
[4/19/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jizzle	
[4/19/23 11:16AM] Player picked up item: Coin, id: 995, amount: 4173935, owner: Jizzle	
[4/19/23 11:16AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jizzle	
[4/19/23 11:17AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Jizzle	
[4/19/23 11:17AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Jizzle	
[4/19/23 11:21AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jizzle	
[4/19/23 11:21AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jizzle	
[4/19/23 11:43AM] Player picked up item: Slayer casket, id: 2734, amount: 3, owner: Jizzle	
[4/19/23 11:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jizzle	
[4/19/23 11:43AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jizzle	
[4/19/23 11:44AM] Player picked up item: Coin, id: 995, amount: 1118652, owner: Jizzle	
[4/19/23 11:44AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jizzle	
[4/19/23 11:45AM] Player picked up item: Coin, id: 995, amount: 4283866, owner: Jizzle	
[4/19/23 11:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jizzle	
[4/19/23 11:46AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Jizzle	
[4/19/23 11:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Jizzle	
[4/19/23 11:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Jizzle	
[4/19/23 11:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Jizzle	
