[4/15/23 11:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Smurffy	
[4/15/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurffy	
[4/15/23 11:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Smurffy	
[4/15/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurffy	
[4/15/23 11:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smurffy	
[4/15/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smurffy	
[4/15/23 11:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Smurffy	
[4/15/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurffy	
[4/15/23 11:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Smurffy	
[4/15/23 11:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurffy	
[4/15/23 11:07AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smurffy	
[4/15/23 11:07AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smurffy	
[4/15/23 11:10AM] Player picked up item: Coin, id: 995, amount: 600, owner: Smurffy	
[4/15/23 11:10AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smurffy	
[4/15/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smurffy	
[4/15/23 11:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smurffy	
[4/15/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurffy	
[4/15/23 11:14AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Smurffy	
[4/15/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Smurffy	
[4/15/23 11:14AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Smurffy	
[4/15/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurffy	
[4/15/23 11:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smurffy	
[4/15/23 11:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smurffy	
[4/15/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurffy	
[4/15/23 11:22AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smurffy	
[4/15/23 11:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurffy	
[4/15/23 11:22AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Smurffy	
[4/15/23 11:22AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Smurffy	
[4/15/23 11:23AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smurffy	
[4/15/23 11:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurffy	
[4/15/23 11:23AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smurffy	
[4/15/23 11:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smurffy	
[4/15/23 11:23AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smurffy	
[4/15/23 11:23AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smurffy	
[4/15/23 11:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurffy	
[4/15/23 11:23AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smurffy	
[4/15/23 11:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smurffy	
[4/15/23 11:25AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Smurffy	
[4/15/23 11:27AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Smurffy	
[4/15/23 11:33AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Smurffy	
[4/15/23 11:36AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Smurffy	
[4/15/23 11:36AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Smurffy	
[4/15/23 11:43AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Smurffy	
[4/15/23 11:43AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Smurffy	
[4/15/23 11:46AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Smurffy	
[4/15/23 11:47AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Smurffy	
[4/15/23 11:58AM] Player picked up item: Coin, id: 995, amount: 800, owner: Smurffy	
[4/15/23 11:59AM] Player picked up item: Coin, id: 995, amount: 1729271, owner: Smurffy	
[4/15/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Smurffy	
[4/15/23 12:01PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Smurffy	
[4/15/23 12:06PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Smurffy	
[4/15/23 12:10PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Smurffy	
[4/15/23 12:16PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Smurffy	
[4/15/23 12:26PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Smurffy	
[4/15/23 12:40PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Smurffy	
[4/15/23 12:42PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Smurffy	
[4/15/23 12:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Smurffy	
[4/15/23 12:46PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Smurffy	
[4/15/23 12:49PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Smurffy	
