[4/22/23 10:02PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Warp	
[4/22/23 10:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Warp	
[4/22/23 10:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Warp	
[4/22/23 10:02PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Warp	
[4/22/23 10:02PM] Player picked up item: Coin, id: 995, amount: 100, owner: Warp	
[4/22/23 10:02PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Warp	
[4/22/23 10:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Warp	
[4/22/23 10:02PM] Player picked up item: Coin, id: 995, amount: 100, owner: Warp	
[4/22/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Warp	
[4/22/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Warp	
[4/22/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Warp	
[4/22/23 10:08PM] Player picked up item: Coin, id: 995, amount: 600, owner: Warp	
[4/22/23 10:08PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Warp	
[4/22/23 10:08PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Warp	
[4/22/23 10:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: Warp	
[4/22/23 10:08PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Warp	
[4/22/23 10:08PM] Player picked up item: Coin, id: 995, amount: 200, owner: Warp	
[4/22/23 10:08PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Warp	
[4/22/23 10:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: Warp	
[4/22/23 10:08PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Warp	
[4/22/23 10:08PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Warp	
[4/22/23 10:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Warp	
[4/22/23 10:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: Warp	
[4/22/23 10:08PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Warp	
[4/22/23 10:08PM] Player picked up item: Coin, id: 995, amount: 200, owner: Warp	
[4/22/23 10:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Warp	
[4/22/23 10:10PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Warp	
[4/22/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Warp	
[4/22/23 10:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Warp	
[4/22/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Warp	
[4/22/23 10:10PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Warp	
[4/22/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Warp	
[4/22/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Warp	
[4/22/23 10:10PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Warp	
[4/22/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Warp	
[4/22/23 10:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Warp	
[4/22/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Warp	
[4/22/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Warp	
[4/22/23 10:12PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Warp	
[4/22/23 10:12PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Warp	
[4/22/23 10:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: Warp	
[4/22/23 10:12PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Warp	
[4/22/23 10:12PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Warp	
[4/22/23 10:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Warp	
[4/22/23 10:12PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Warp	
[4/22/23 10:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: Warp	
[4/22/23 10:12PM] Player picked up item: Coin, id: 995, amount: 800, owner: Warp	
[4/22/23 10:12PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Warp	
[4/22/23 10:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: Warp	
[4/22/23 10:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Warp	
[4/22/23 10:13PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Warp	
[4/22/23 10:13PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Warp	
[4/22/23 10:13PM] Player picked up item: Coin, id: 995, amount: 800, owner: Warp	
[4/22/23 10:13PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Warp	
[4/22/23 10:13PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Warp	
[4/22/23 10:13PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Warp	
[4/22/23 10:13PM] Player picked up item: Coin, id: 995, amount: 400, owner: Warp	
[4/22/23 10:13PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Warp	
