[4/20/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chainz	
[4/20/23 12:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Chainz	
[4/20/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chainz	
[4/20/23 12:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Chainz	
[4/20/23 12:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Chainz	
[4/20/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chainz	
[4/20/23 12:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Chainz	
[4/20/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chainz	
[4/20/23 12:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Chainz	
[4/20/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chainz	
[4/20/23 12:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Chainz	
[4/20/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chainz	
[4/20/23 12:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Chainz	
[4/20/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chainz	
[4/20/23 12:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Chainz	
[4/20/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chainz	
[4/20/23 12:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Chainz	
[4/20/23 12:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Chainz	
[4/20/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Chainz	
[4/20/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Chainz	
[4/20/23 12:59PM] Player picked up item: Coin, id: 995, amount: 700, owner: Chainz	
[4/20/23 01:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chainz	
[4/20/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Chainz	
[4/20/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Chainz	
[4/20/23 01:00PM] Player picked up item: Coin, id: 995, amount: 500, owner: Chainz	
[4/20/23 01:00PM] Player picked up item: Coin, id: 995, amount: 700, owner: Chainz	
[4/20/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Chainz	
[4/20/23 01:01PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Chainz	
[4/20/23 01:01PM] Player picked up item: Coin, id: 995, amount: 100, owner: Chainz	
[4/20/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chainz	
[4/20/23 01:01PM] Player picked up item: Coin, id: 995, amount: 400, owner: Chainz	
[4/20/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Chainz	
[4/20/23 01:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chainz	
[4/20/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Chainz	
[4/20/23 01:01PM] Player picked up item: Coin, id: 995, amount: 400, owner: Chainz	
[4/20/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Chainz	
[4/20/23 01:01PM] Player picked up item: Coin, id: 995, amount: 400, owner: Chainz	
[4/20/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Chainz	
[4/20/23 01:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chainz	
[4/20/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Chainz	
[4/20/23 01:01PM] Player picked up item: Coin, id: 995, amount: 100, owner: Chainz	
[4/20/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chainz	
[4/20/23 01:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chainz	
[4/20/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Chainz	
[4/20/23 01:02PM] Player picked up item: Coin, id: 995, amount: 100, owner: Chainz	
[4/20/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chainz	
[4/20/23 01:03PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chainz	
[4/20/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chainz	
[4/20/23 01:03PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chainz	
[4/20/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chainz	
[4/20/23 01:03PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chainz	
[4/20/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chainz	
[4/20/23 01:06PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Chainz	
[4/20/23 01:13PM] Player picked up item: Coin, id: 995, amount: 400, owner: Chainz	
[4/20/23 01:14PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Chainz	
