[4/22/23 06:11AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ragnar	
[4/22/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 06:11AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ragnar	
[4/22/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 06:11AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ragnar	
[4/22/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 06:15AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ragnar	
[4/22/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 06:27AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ragnar	
[4/22/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ragnar	
[4/22/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ragnar	
[4/22/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ragnar	
[4/22/23 06:33AM] Player picked up item: Coin, id: 995, amount: 1475785, owner: Ragnar	
[4/22/23 06:37AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Ragnar	
[4/22/23 06:43AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ragnar	
[4/22/23 06:45AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Ragnar	
[4/22/23 06:47AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Ragnar	
[4/22/23 06:57AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Ragnar	
[4/22/23 06:57AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Ragnar	
[4/22/23 07:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ragnar	
[4/22/23 07:04AM] Player picked up item: Coin, id: 995, amount: 1096948, owner: Ragnar	
[4/22/23 07:06AM] Player picked up item: Nightmare legs, id: 23030, amount: 1, owner: Ragnar	
[4/22/23 07:07AM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Ragnar	
[4/22/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ragnar	
[4/22/23 07:08AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ragnar	
[4/22/23 07:13AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ragnar	
[4/22/23 07:22AM] Player picked up item: Coin, id: 995, amount: 36000, owner: Ragnar	
[4/22/23 07:22AM] Player picked up item: Coin, id: 995, amount: 24000, owner: Ragnar	
[4/22/23 07:22AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 07:23AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 07:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 07:23AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 07:24AM] Player picked up item: Coin, id: 995, amount: 24000, owner: Ragnar	
[4/22/23 07:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ragnar	
[4/22/23 07:24AM] Player picked up item: Coin, id: 995, amount: 24000, owner: Ragnar	
[4/22/23 07:24AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 07:28AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 07:28AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 07:28AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:37AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:38AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:38AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
[4/22/23 09:39AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:40AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ragnar	
[4/22/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ragnar	
