[4/18/23 01:50PM] Player picked up item: Coin, id: 995, amount: 100, owner: Pissweasel	
[4/18/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:50PM] Player picked up item: Coin, id: 995, amount: 100, owner: Pissweasel	
[4/18/23 01:50PM] Player picked up item: Coin, id: 995, amount: 100, owner: Pissweasel	
[4/18/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:50PM] Player picked up item: Coin, id: 995, amount: 100, owner: Pissweasel	
[4/18/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:52PM] Player picked up item: Coin, id: 995, amount: 100, owner: Pissweasel	
[4/18/23 01:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:52PM] Player picked up item: Coin, id: 995, amount: 100, owner: Pissweasel	
[4/18/23 01:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:52PM] Player picked up item: Coin, id: 995, amount: 100, owner: Pissweasel	
[4/18/23 01:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pissweasel	
[4/18/23 01:53PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Pissweasel	
[4/18/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Pissweasel	
[4/18/23 01:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Pissweasel	
[4/18/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Pissweasel	
[4/18/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pissweasel	
[4/18/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pissweasel	
[4/18/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pissweasel	
[4/18/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pissweasel	
[4/18/23 01:54PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Pissweasel	
[4/18/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pissweasel	
[4/18/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pissweasel	
[4/18/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pissweasel	
[4/18/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pissweasel	
[4/18/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pissweasel	
[4/18/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pissweasel	
[4/18/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pissweasel	
[4/18/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pissweasel	
[4/18/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pissweasel	
[4/18/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pissweasel	
[4/18/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pissweasel	
[4/18/23 01:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pissweasel	
[4/18/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pissweasel	
[4/18/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pissweasel	
[4/18/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pissweasel	
[4/18/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pissweasel	
[4/18/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
[4/18/23 01:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pissweasel	
[4/18/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pissweasel	
