[4/20/23 07:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pickle	
[4/20/23 07:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pickle	
[4/20/23 07:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pickle	
[4/20/23 07:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pickle	
[4/20/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pickle	
[4/20/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pickle	
[4/20/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pickle	
[4/20/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pickle	
[4/20/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pickle	
[4/20/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pickle	
[4/20/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pickle	
[4/20/23 07:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pickle	
[4/20/23 07:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pickle	
[4/20/23 07:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pickle	
[4/20/23 07:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pickle	
[4/20/23 07:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pickle	
[4/20/23 07:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pickle	
[4/20/23 07:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pickle	
[4/20/23 07:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pickle	
[4/20/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pickle	
[4/20/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:28AM] Player picked up item: Coin, id: 995, amount: 600, owner: Pickle	
[4/20/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Pickle	
[4/20/23 07:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pickle	
[4/20/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pickle	
[4/20/23 07:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pickle	
[4/20/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pickle	
[4/20/23 07:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pickle	
[4/20/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pickle	
[4/20/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pickle	
[4/20/23 07:30AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pickle	
[4/20/23 07:30AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pickle	
[4/20/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pickle	
[4/20/23 07:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pickle	
[4/20/23 07:32AM] Player picked up item: Coin, id: 995, amount: 600, owner: Pickle	
[4/20/23 07:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pickle	
