[4/17/23 05:21PM] Player picked up item: Coin, id: 995, amount: 100, owner: Skoblin	
[4/17/23 05:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skoblin	
[4/17/23 05:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skoblin	
[4/17/23 05:23PM] Player picked up item: Coin, id: 995, amount: 100, owner: Skoblin	
[4/17/23 05:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skoblin	
[4/17/23 05:23PM] Player picked up item: Coin, id: 995, amount: 100, owner: Skoblin	
[4/17/23 05:23PM] Player picked up item: Coin, id: 995, amount: 100, owner: Skoblin	
[4/17/23 05:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skoblin	
[4/17/23 05:23PM] Player picked up item: Coin, id: 995, amount: 100, owner: Skoblin	
[4/17/23 05:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skoblin	
[4/17/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skoblin	
[4/17/23 07:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skoblin	
[4/17/23 07:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skoblin	
[4/17/23 07:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skoblin	
[4/17/23 07:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skoblin	
[4/17/23 07:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skoblin	
[4/17/23 07:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skoblin	
[4/17/23 07:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skoblin	
[4/17/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skoblin	
[4/17/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skoblin	
[4/17/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skoblin	
[4/18/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skoblin	
[4/18/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Skoblin	
[4/18/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skoblin	
[4/18/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Skoblin	
[4/18/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skoblin	
[4/18/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skoblin	
[4/18/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skoblin	
[4/18/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skoblin	
[4/18/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skoblin	
[4/18/23 02:42AM] Player picked up item: Coin, id: 995, amount: 4373503, owner: Skoblin	
[4/18/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Skoblin	
[4/18/23 02:43AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Skoblin	
[4/18/23 02:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Skoblin	
[4/18/23 02:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Skoblin	
[4/18/23 02:44AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Skoblin	
[4/18/23 03:19AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Skoblin	
[4/18/23 09:37AM] Player picked up item: Imperial Whip, id: 18750, amount: 1, owner: Skoblin	
[4/18/23 09:39AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Skoblin	
[4/18/23 09:45AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Skoblin	
[4/18/23 11:12AM] Player picked up item: Coin, id: 995, amount: 1754317, owner: Skoblin	
[4/18/23 11:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Skoblin	
[4/18/23 11:33AM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Skoblin	
[4/18/23 11:42AM] Player picked up item: Coin, id: 995, amount: 2303637, owner: Skoblin	
[4/18/23 11:42AM] Player picked up item: Coin, id: 995, amount: 2804062, owner: Skoblin	
[4/18/23 11:46AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Skoblin	
[4/18/23 11:50AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Skoblin	
