[4/16/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ppoopoo	
[4/16/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:30PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ppoopoo	
[4/16/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:30PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ppoopoo	
[4/16/23 01:30PM] Player picked up item: Starter Amulet, id: 23089, amount: 1, owner: Malevolent	
[4/16/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ppoopoo	
[4/16/23 01:36PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ppoopoo	
[4/16/23 01:36PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ppoopoo	
[4/16/23 01:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ppoopoo	
[4/16/23 01:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ppoopoo	
[4/16/23 01:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ppoopoo	
[4/16/23 01:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ppoopoo	
[4/16/23 01:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ppoopoo	
[4/16/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ppoopoo	
[4/16/23 01:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ppoopoo	
[4/16/23 01:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ppoopoo	
[4/16/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ppoopoo	
[4/16/23 01:40PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Ppoopoo	
[4/16/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ppoopoo	
[4/16/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ppoopoo	
[4/16/23 01:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ppoopoo	
[4/16/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ppoopoo	
[4/16/23 01:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ppoopoo	
[4/16/23 01:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ppoopoo	
[4/16/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ppoopoo	
[4/16/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ppoopoo	
[4/16/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ppoopoo	
[4/16/23 01:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ppoopoo	
[4/16/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ppoopoo	
[4/16/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ppoopoo	
[4/16/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ppoopoo	
[4/16/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ppoopoo	
[4/16/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ppoopoo	
[4/16/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ppoopoo	
[4/16/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ppoopoo	
[4/16/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ppoopoo	
[4/16/23 01:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Ppoopoo	
[4/16/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ppoopoo	
[4/16/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ppoopoo	
[4/16/23 01:47PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Ppoopoo	
[4/16/23 01:47PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Ppoopoo	
[4/16/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ppoopoo	
[4/16/23 01:48PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Ppoopoo	
[4/19/23 11:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ppoopoo	
[4/19/23 11:43AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ppoopoo	
[4/19/23 11:44AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Ppoopoo	
[4/19/23 11:45AM] Player picked up item: Coin, id: 995, amount: 3478290, owner: Ppoopoo	
[4/19/23 11:45AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Ppoopoo	
[4/19/23 11:46AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Ppoopoo	
[4/19/23 11:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Ppoopoo	
[4/19/23 11:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Ppoopoo	
