[4/15/23 01:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mike	
[4/15/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mike	
[4/15/23 01:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mike	
[4/15/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mike	
[4/15/23 01:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mike	
[4/15/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mike	
[4/15/23 01:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mike	
[4/15/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mike	
[4/15/23 01:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mike	
[4/15/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mike	
[4/15/23 01:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mike	
[4/15/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mike	
[4/15/23 01:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mike	
[4/15/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mike	
[4/15/23 01:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mike	
[4/15/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mike	
[4/15/23 01:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mike	
[4/15/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mike	
[4/15/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mike	
[4/15/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mike	
[4/15/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mike	
[4/15/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mike	
[4/15/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mike	
[4/15/23 01:19PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mike	
[4/15/23 01:22PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Mike	
[4/15/23 01:24PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Mike	
[4/15/23 01:24PM] Player picked up item: Coin, id: 995, amount: 400, owner: Mike	
[4/15/23 01:31PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Mike	
[4/15/23 01:32PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Mike	
[4/15/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mike	
[4/15/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mike	
[4/15/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mike	
[4/15/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mike	
[4/15/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mike	
[4/15/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mike	
[4/15/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mike	
[4/15/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mike	
[4/15/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mike	
[4/15/23 01:46PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Mike	
[4/15/23 01:48PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Mike	
[4/15/23 02:02PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Mike	
[4/15/23 02:02PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Mike	
[4/15/23 02:08PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Mike	
[4/15/23 02:13PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Mike	
[4/15/23 02:15PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Mike	
[4/15/23 02:18PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Mike	
[4/15/23 02:20PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mike	
[4/15/23 07:08PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Mike	
[4/15/23 07:45PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Mike	
[4/16/23 06:53AM] Player picked up item: Nagi Legs, id: 21064, amount: 1, owner: Mike	
[4/16/23 08:00AM] Player picked up item: Clean Fennel, id: 916, amount: 2, owner: Remorse	
[4/16/23 08:00AM] Player picked up item: Clean Sephialla, id: 913, amount: 1, owner: Remorse	
[4/16/23 08:00AM] Player picked up item: Clean Kunnerrel, id: 928, amount: 1, owner: Remorse	
[4/23/23 04:10PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Sharpy0123	
