[4/22/23 11:50PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lime	
[4/22/23 11:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lime	
[4/22/23 11:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lime	
[4/22/23 11:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lime	
[4/22/23 11:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lime	
[4/22/23 11:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lime	
[4/22/23 11:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lime	
[4/22/23 11:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lime	
[4/22/23 11:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lime	
[4/22/23 11:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lime	
[4/22/23 11:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lime	
[4/22/23 11:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lime	
[4/22/23 11:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lime	
[4/22/23 11:54PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Lime	
[4/22/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lime	
