[4/17/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Akuna	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 1346473, owner: Akuna	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Akuna	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 1071754, owner: Akuna	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Akuna	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Akuna	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Akuna	
[4/17/23 12:10PM] Player picked up item: Gracious Box, id: 15002, amount: 1, owner: Akuna	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Akuna	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Akuna	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Akuna	
[4/17/23 12:11PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Akuna	
[4/17/23 12:11PM] Player picked up item: Coin, id: 995, amount: 2518565, owner: Akuna	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Akuna	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Akuna	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 4291439, owner: Akuna	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Akuna	
[4/17/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Akuna	
[4/17/23 12:13PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Akuna	
[4/17/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Akuna	
[4/17/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Akuna	
[4/17/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Akuna	
[4/17/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Akuna	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Akuna	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Akuna	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Akuna	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Akuna	
[4/17/23 12:17PM] Player picked up item: Coin, id: 995, amount: 2075721, owner: Akuna	
[4/17/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Akuna	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Akuna	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Akuna	
[4/17/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Akuna	
[4/17/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Akuna	
[4/17/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Akuna	
[4/17/23 12:20PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Akuna	
[4/17/23 12:20PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Akuna	
[4/17/23 12:33PM] Player picked up item: Coin, id: 995, amount: 4485369, owner: Akuna	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Akuna	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Akuna	
[4/17/23 12:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Akuna	
[4/17/23 01:50PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Griezmanrsps	
[4/17/23 01:50PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Griezmanrsps	
[4/17/23 01:55PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Akuna	
[4/17/23 02:04PM] Player picked up item: Nagi Legs, id: 21064, amount: 1, owner: Akuna	
[4/18/23 12:12PM] Player picked up item: Infinite overload potion (T1), id: 23124, amount: 1, owner: Nadez	
[4/18/23 12:50PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Im A Potato	
[4/19/23 12:39PM] Player picked up item: Unknown Mace, id: 9940, amount: 1, owner: Kingrock	
[4/19/23 12:39PM] Player picked up item: Unknown Helm, id: 21042, amount: 1, owner: Kingrock	
[4/19/23 12:39PM] Player picked up item: Unknown Helm, id: 21042, amount: 1, owner: Kingrock	
[4/19/23 12:39PM] Player picked up item: Unknown Helm, id: 21042, amount: 1, owner: Kingrock	
[4/19/23 12:39PM] Player picked up item: Unknown Mace, id: 9940, amount: 1, owner: Kingrock	
[4/20/23 10:18AM] Player picked up item: Rune platebody (h2), id: 19486, amount: 1, owner: Entropy	
[4/22/23 09:40AM] Player picked up item: Antique Helm, id: 8816, amount: 1, owner: Akuna	
[4/22/23 10:29PM] Player picked up item: Godly Bow, id: 21018, amount: 1, owner: Akuna	
