[4/18/23 04:31PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hexzage	
[4/18/23 04:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:31PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hexzage	
[4/18/23 04:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:32PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hexzage	
[4/18/23 04:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:32PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hexzage	
[4/18/23 04:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:32PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hexzage	
[4/18/23 04:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:32PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hexzage	
[4/18/23 04:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hexzage	
[4/18/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hexzage	
[4/18/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hexzage	
[4/18/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hexzage	
[4/18/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hexzage	
[4/18/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hexzage	
[4/18/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hexzage	
[4/18/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hexzage	
[4/18/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hexzage	
[4/18/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hexzage	
[4/18/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hexzage	
[4/18/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hexzage	
[4/18/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hexzage	
[4/18/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hexzage	
[4/18/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hexzage	
[4/18/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hexzage	
[4/18/23 04:36PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Hexzage	
[4/18/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hexzage	
[4/18/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hexzage	
[4/18/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hexzage	
[4/18/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hexzage	
[4/18/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hexzage	
[4/18/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hexzage	
[4/18/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hexzage	
[4/18/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Hexzage	
[4/18/23 04:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:38PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:38PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:38PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:39PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
[4/18/23 04:39PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hexzage	
[4/18/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hexzage	
