[4/21/23 03:06PM] Player picked up item: Coin, id: 995, amount: 100, owner: Big Shot	
[4/21/23 03:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Big Shot	
[4/21/23 03:07PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Big Shot	
[4/21/23 03:07PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Big Shot	
[4/21/23 03:08PM] Player picked up item: Coin, id: 995, amount: 100, owner: Big Shot	
[4/21/23 03:08PM] Player picked up item: Coin, id: 995, amount: 100, owner: Big Shot	
[4/21/23 03:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Big Shot	
[4/21/23 03:08PM] Player picked up item: Coin, id: 995, amount: 100, owner: Big Shot	
[4/21/23 03:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Big Shot	
[4/21/23 03:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Big Shot	
[4/21/23 03:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Big Shot	
[4/21/23 03:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Big Shot	
[4/21/23 03:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Big Shot	
[4/21/23 03:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Big Shot	
[4/21/23 03:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Big Shot	
[4/21/23 03:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Big Shot	
[4/21/23 03:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Big Shot	
[4/21/23 03:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Big Shot	
[4/21/23 03:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Big Shot	
[4/21/23 03:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Big Shot	
[4/21/23 03:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Big Shot	
[4/21/23 03:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Big Shot	
[4/21/23 03:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Big Shot	
[4/21/23 03:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Big Shot	
[4/21/23 03:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Big Shot	
[4/21/23 03:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Big Shot	
[4/21/23 03:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Big Shot	
[4/21/23 03:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Big Shot	
[4/21/23 03:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Big Shot	
[4/21/23 03:12PM] Player picked up item: Coin, id: 995, amount: 200, owner: Big Shot	
[4/21/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Big Shot	
[4/21/23 03:12PM] Player picked up item: Coin, id: 995, amount: 200, owner: Big Shot	
[4/21/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Big Shot	
[4/21/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Big Shot	
[4/21/23 03:12PM] Player picked up item: Coin, id: 995, amount: 200, owner: Big Shot	
[4/21/23 03:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Big Shot	
[4/21/23 03:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Big Shot	
[4/21/23 03:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Big Shot	
[4/21/23 03:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Big Shot	
[4/21/23 03:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Big Shot	
[4/21/23 03:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Big Shot	
[4/21/23 03:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Big Shot	
[4/21/23 03:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Big Shot	
[4/21/23 03:21PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Big Shot	
[4/21/23 03:21PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Big Shot	
[4/21/23 03:21PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Big Shot	
[4/21/23 03:21PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Big Shot	
[4/21/23 03:21PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Big Shot	
[4/21/23 03:21PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Big Shot	
[4/21/23 03:21PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Big Shot	
[4/21/23 03:22PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Big Shot	
[4/21/23 03:22PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Big Shot	
[4/21/23 03:22PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Big Shot	
[4/21/23 03:26PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Big Shot	
[4/21/23 03:28PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Big Shot	
[4/21/23 03:33PM] Player picked up item: Coin, id: 995, amount: 1399141, owner: Big Shot	
[4/21/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Big Shot	
[4/21/23 03:35PM] Player picked up item: Coin, id: 995, amount: 3618796, owner: Big Shot	
[4/21/23 03:35PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Big Shot	
[4/21/23 03:37PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Big Shot	
[4/21/23 03:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Big Shot	
[4/21/23 03:37PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Big Shot	
[4/21/23 03:37PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Big Shot	
[4/21/23 03:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Big Shot	
[4/22/23 12:04PM] Player picked up item: Coin, id: 995, amount: 1719445, owner: Big Shot	
[4/22/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Big Shot	
[4/22/23 12:07PM] Player picked up item: Coin, id: 995, amount: 1280513, owner: Big Shot	
[4/22/23 12:07PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Big Shot	
[4/22/23 12:08PM] Player picked up item: Coin, id: 995, amount: 2419603, owner: Big Shot	
[4/22/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Big Shot	
[4/22/23 12:09PM] Player picked up item: Coin, id: 995, amount: 1567230, owner: Big Shot	
[4/22/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Big Shot	
[4/22/23 12:10PM] Player picked up item: Coin, id: 995, amount: 3592738, owner: Big Shot	
[4/22/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Big Shot	
[4/22/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Big Shot	
[4/22/23 12:12PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Big Shot	
[4/22/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Big Shot	
[4/22/23 12:13PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Big Shot	
[4/22/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Big Shot	
