[4/16/23 03:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Resi	
[4/16/23 03:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Resi	
[4/16/23 03:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Resi	
[4/16/23 03:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Resi	
[4/16/23 03:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Resi	
[4/16/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Resi	
[4/16/23 03:26AM] Player picked up item: Coin, id: 995, amount: 3794375, owner: Resi	
[4/16/23 03:26AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Resi	
[4/16/23 03:28AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Resi	
[4/16/23 03:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Resi	
[4/16/23 04:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Resi	
[4/16/23 04:43AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Resi	
[4/16/23 04:47AM] Player picked up item: Coin, id: 995, amount: 1675392, owner: Resi	
[4/16/23 04:47AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Resi	
[4/16/23 04:48AM] Player picked up item: Coin, id: 995, amount: 2760504, owner: Resi	
[4/16/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Resi	
[4/16/23 05:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Resi	
[4/16/23 05:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Resi	
[4/16/23 05:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Resi	
[4/16/23 05:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Resi	
[4/16/23 05:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Resi	
[4/16/23 05:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Resi	
[4/16/23 05:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Resi	
[4/16/23 05:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Resi	
[4/16/23 05:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Resi	
[4/16/23 05:46AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Resi	
[4/16/23 05:46AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Resi	
[4/16/23 05:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Resi	
[4/16/23 05:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Resi	
[4/16/23 05:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Resi	
[4/16/23 05:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Resi	
[4/16/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Resi	
[4/16/23 05:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Resi	
[4/16/23 05:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Resi	
[4/16/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Resi	
[4/16/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Resi	
[4/16/23 05:48AM] Player picked up item: Coin, id: 995, amount: 400, owner: Resi	
[4/16/23 05:48AM] Player picked up item: Coin, id: 995, amount: 400, owner: Resi	
[4/16/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Resi	
[4/16/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Resi	
[4/16/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Resi	
[4/16/23 05:48AM] Player picked up item: Coin, id: 995, amount: 400, owner: Resi	
[4/16/23 05:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Resi	
[4/16/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Resi	
[4/16/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Resi	
[4/16/23 05:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Resi	
[4/16/23 05:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Resi	
[4/16/23 05:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Resi	
[4/16/23 05:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Resi	
[4/16/23 05:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Resi	
[4/16/23 05:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Resi	
[4/16/23 05:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Resi	
[4/16/23 05:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Resi	
[4/16/23 05:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Resi	
[4/16/23 05:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Resi	
[4/16/23 05:50AM] Player picked up item: Coin, id: 995, amount: 300, owner: Resi	
[4/16/23 05:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Resi	
[4/16/23 05:51AM] Player picked up item: Starter Cannon, id: 22083, amount: 1, owner: Resi	
[4/16/23 05:51AM] Player picked up item: Starter Staff, id: 22092, amount: 1, owner: Resi	
