[4/15/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jax	
[4/15/23 06:16AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jax	
[4/15/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jax	
[4/15/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jax	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jax	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jax	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jax	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jax	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jax	
[4/15/23 06:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: Jax	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jax	
[4/15/23 06:18AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Jax	
[4/15/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jax	
[4/15/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jax	
[4/15/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jax	
[4/15/23 06:20AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Jax	
[4/15/23 06:21AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Jax	
[4/15/23 06:21AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Jax	
[4/15/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jax	
[4/15/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jax	
[4/15/23 06:23AM] Player picked up item: Coin, id: 995, amount: 300, owner: Jax	
[4/15/23 06:24AM] Player picked up item: Coin, id: 995, amount: 300, owner: Jax	
[4/15/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jax	
[4/15/23 06:25AM] Player picked up item: Coin, id: 995, amount: 900, owner: Jax	
[4/15/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Jax	
[4/15/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jax	
[4/15/23 06:57AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Jax	
[4/15/23 06:59AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jax	
[4/15/23 06:59AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Jax	
[4/15/23 07:00AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Jax	
[4/15/23 07:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jax	
[4/15/23 07:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jax	
[4/15/23 07:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jax	
[4/15/23 07:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jax	
[4/15/23 07:11AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Jax	
[4/15/23 07:12AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jax	
[4/15/23 07:21AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Jax	
[4/15/23 07:21AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Jax	
[4/15/23 07:22AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Jax	
[4/15/23 07:22AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Jax	
[4/15/23 07:22AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Jax	
[4/15/23 07:23AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Jax	
[4/15/23 07:25AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Jax	
[4/15/23 07:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jax	
[4/15/23 07:28AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Jax	
[4/15/23 07:30AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Jax	
[4/15/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jax	
[4/15/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jax	
[4/15/23 07:30AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Jax	
[4/15/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jax	
[4/15/23 07:31AM] Player picked up item: Patience bow, id: 23039, amount: 1, owner: Jax	
[4/15/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jax	
[4/15/23 07:31AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Jax	
[4/15/23 07:31AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Jax	
[4/15/23 07:32AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Jax	
[4/15/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jax	
[4/15/23 07:34AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Jax	
[4/15/23 07:45AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Jax	
[4/15/23 07:46AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jax	
[4/15/23 07:47AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Jax	
[4/15/23 07:52AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Jax	
[4/15/23 07:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jax	
[4/15/23 07:53AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Jax	
[4/15/23 07:53AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Jax	
