[4/16/23 12:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Alakazam	
[4/16/23 12:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alakazam	
[4/16/23 12:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Alakazam	
[4/16/23 12:55AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Alakazam	
[4/16/23 12:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alakazam	
[4/16/23 12:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Alakazam	
[4/16/23 12:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alakazam	
[4/16/23 12:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alakazam	
[4/16/23 12:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alakazam	
[4/16/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Alakazam	
[4/16/23 01:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Alakazam	
[4/16/23 01:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alakazam	
[4/16/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 13, owner: Alakazam	
[4/16/23 01:05AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Alakazam	
[4/16/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alakazam	
[4/16/23 01:09AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Alakazam	
[4/16/23 01:10AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Alakazam	
[4/16/23 01:13AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Alakazam	
[4/16/23 01:13AM] Player picked up item: Coin, id: 995, amount: 800, owner: Alakazam	
[4/16/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alakazam	
[4/16/23 01:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alakazam	
[4/16/23 01:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Alakazam	
[4/16/23 01:17AM] Player picked up item: Coin, id: 995, amount: 500, owner: Alakazam	
[4/16/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alakazam	
[4/16/23 01:21AM] Player picked up item: Coin, id: 995, amount: 500, owner: Alakazam	
[4/16/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alakazam	
[4/16/23 01:23AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Alakazam	
[4/16/23 01:28AM] Player picked up item: Coin, id: 995, amount: 2021234, owner: Alakazam	
[4/16/23 01:28AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Alakazam	
[4/16/23 01:28AM] Player picked up item: Marksman prayer scroll, id: 23168, amount: 1, owner: Alakazam	
[4/16/23 01:30AM] Player picked up item: Coin, id: 995, amount: 2779803, owner: Alakazam	
[4/16/23 01:30AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Alakazam	
[4/16/23 01:31AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Alakazam	
[4/16/23 01:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Alakazam	
[4/16/23 01:41AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Alakazam	
[4/16/23 01:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alakazam	
[4/16/23 01:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alakazam	
[4/16/23 01:41AM] Player picked up item: Coin, id: 995, amount: 500, owner: Alakazam	
[4/16/23 01:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Alakazam	
[4/16/23 01:44AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Alakazam	
[4/16/23 01:44AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Alakazam	
[4/16/23 01:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alakazam	
[4/16/23 01:45AM] Player picked up item: Coin, id: 995, amount: 600, owner: Alakazam	
[4/16/23 01:51AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Alakazam	
[4/16/23 01:52AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Alakazam	
[4/16/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alakazam	
[4/16/23 01:53AM] Player picked up item: Coin, id: 995, amount: 700, owner: Alakazam	
[4/16/23 01:54AM] Player picked up item: Coin, id: 995, amount: 2339881, owner: Alakazam	
[4/16/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Alakazam	
[4/16/23 01:59AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Alakazam	
[4/16/23 01:59AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Alakazam	
