[4/18/23 04:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: Yaes	
[4/18/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Yaes	
[4/18/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Yaes	
[4/18/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaes	
[4/18/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaes	
[4/18/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaes	
[4/18/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaes	
[4/18/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaes	
[4/18/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaes	
[4/18/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaes	
[4/18/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaes	
[4/18/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaes	
[4/18/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaes	
[4/18/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaes	
[4/18/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaes	
[4/18/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaes	
[4/18/23 04:21PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Yaes	
[4/18/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaes	
[4/18/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Yaes	
[4/18/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaes	
[4/18/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Yaes	
[4/18/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Yaes	
[4/18/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaes	
[4/18/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaes	
[4/18/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaes	
[4/18/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaes	
[4/18/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaes	
[4/18/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaes	
[4/18/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Yaes	
[4/18/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaes	
[4/18/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Yaes	
[4/18/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yaes	
[4/18/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Yaes	
[4/18/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Yaes	
[4/18/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Yaes	
