[4/21/23 01:01PM] Player picked up item: Coin, id: 995, amount: 100, owner: Jam	
[4/21/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jam	
[4/21/23 01:05PM] Player picked up item: Coin, id: 995, amount: 2052707, owner: Jam	
[4/21/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jam	
[4/21/23 01:12PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jam	
[4/21/23 01:12PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jam	
[4/21/23 01:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jam	
[4/21/23 01:14PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jam	
[4/21/23 01:23PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Mana	
[4/21/23 02:52PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jam	
[4/21/23 02:57PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Jam	
[4/21/23 03:04PM] Player picked up item: Coin, id: 995, amount: 1741799, owner: Jam	
[4/21/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jam	
[4/21/23 03:07PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jam	
[4/21/23 03:07PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jam	
