[4/18/23 03:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Josh	
[4/18/23 03:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Josh	
[4/18/23 03:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Josh	
[4/18/23 03:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Josh	
[4/18/23 03:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Josh	
[4/18/23 03:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Josh	
[4/18/23 03:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Josh	
[4/18/23 03:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Josh	
[4/18/23 03:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Josh	
[4/18/23 03:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Josh	
[4/18/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Josh	
[4/18/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Josh	
[4/18/23 03:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Josh	
[4/18/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Josh	
[4/18/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Josh	
[4/18/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Josh	
[4/18/23 03:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Josh	
[4/18/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Josh	
[4/18/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Josh	
[4/18/23 03:18PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Josh	
[4/18/23 03:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Josh	
[4/18/23 03:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Josh	
[4/18/23 03:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Josh	
[4/18/23 03:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Josh	
[4/18/23 03:19PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Josh	
[4/18/23 03:19PM] Player picked up item: Coin, id: 995, amount: 400, owner: Josh	
[4/18/23 03:20PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Josh	
[4/18/23 03:20PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Josh	
[4/18/23 03:22PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Josh	
[4/18/23 03:25PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Josh	
