[4/22/23 04:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Smitty	
[4/22/23 04:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Smitty	
[4/22/23 04:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Smitty	
[4/22/23 04:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Smitty	
[4/22/23 04:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Smitty	
[4/22/23 04:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Smitty	
[4/22/23 04:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Smitty	
[4/22/23 04:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:31AM] Player picked up item: Coin, id: 995, amount: 100, owner: Smitty	
[4/22/23 04:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:31AM] Player picked up item: Coin, id: 995, amount: 100, owner: Smitty	
[4/22/23 04:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:31AM] Player picked up item: Coin, id: 995, amount: 100, owner: Smitty	
[4/22/23 04:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smitty	
[4/22/23 04:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smitty	
[4/22/23 04:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smitty	
[4/22/23 04:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smitty	
[4/22/23 04:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smitty	
[4/22/23 04:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smitty	
[4/22/23 04:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smitty	
[4/22/23 04:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smitty	
[4/22/23 04:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smitty	
[4/22/23 04:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smitty	
[4/22/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smitty	
[4/22/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smitty	
[4/22/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smitty	
[4/22/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smitty	
[4/22/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smitty	
[4/22/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smitty	
[4/22/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smitty	
[4/22/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smitty	
[4/22/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Smitty	
[4/22/23 04:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smitty	
[4/22/23 04:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smitty	
[4/22/23 04:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:40AM] Player picked up item: Coin, id: 995, amount: 900, owner: Smitty	
[4/22/23 04:40AM] Player picked up item: Coin, id: 995, amount: 600, owner: Smitty	
[4/22/23 04:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smitty	
[4/22/23 04:40AM] Player picked up item: Coin, id: 995, amount: 600, owner: Smitty	
[4/22/23 04:40AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smitty	
[4/22/23 04:40AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smitty	
[4/22/23 04:40AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Smitty	
[4/22/23 04:40AM] Player picked up item: Coin, id: 995, amount: 600, owner: Smitty	
[4/22/23 04:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smitty	
[4/22/23 04:40AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smitty	
[4/22/23 04:40AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Smitty	
[4/22/23 04:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smitty	
[4/22/23 04:40AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smitty	
[4/22/23 04:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:41AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smitty	
[4/22/23 04:41AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smitty	
[4/22/23 04:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:41AM] Player picked up item: Coin, id: 995, amount: 300, owner: Smitty	
[4/22/23 04:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smitty	
[4/22/23 04:42AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smitty	
[4/22/23 04:42AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smitty	
