[4/16/23 03:41PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fe	
[4/16/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:41PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fe	
[4/16/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:41PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fe	
[4/16/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:41PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fe	
[4/16/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:41PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fe	
[4/16/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:41PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fe	
[4/16/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:41PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fe	
[4/16/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:41PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fe	
[4/16/23 03:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fe	
[4/16/23 03:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fe	
[4/16/23 03:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fe	
[4/16/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fe	
[4/16/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fe	
[4/16/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fe	
[4/16/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fe	
[4/16/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fe	
[4/16/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fe	
[4/16/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fe	
[4/16/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fe	
[4/16/23 03:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fe	
[4/16/23 03:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fe	
[4/16/23 03:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fe	
[4/16/23 03:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fe	
[4/16/23 03:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fe	
[4/16/23 03:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fe	
[4/16/23 03:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fe	
[4/16/23 03:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:47PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fe	
[4/16/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:47PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fe	
[4/16/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:47PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fe	
[4/16/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:47PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fe	
[4/16/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:47PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fe	
[4/16/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
[4/16/23 03:47PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fe	
[4/16/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fe	
