[4/15/23 02:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Jig Saw	
[4/15/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jig Saw	
[4/15/23 02:29PM] Player picked up item: Coin, id: 995, amount: 2484251, owner: Jig Saw	
[4/15/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jig Saw	
[4/15/23 02:30PM] Player picked up item: Coin, id: 995, amount: 3229491, owner: Jig Saw	
[4/15/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jig Saw	
[4/15/23 02:38PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Jig Saw	
[4/15/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Jig Saw	
[4/15/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Jig Saw	
[4/15/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Jig Saw	
[4/15/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jig Saw	
[4/15/23 07:28PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Jig Saw	
[4/15/23 07:30PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Jig Saw	
[4/15/23 07:30PM] Player picked up item: Coin, id: 995, amount: 1648505, owner: Jig Saw	
[4/15/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jig Saw	
[4/15/23 07:33PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jig Saw	
[4/15/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jig Saw	
[4/15/23 07:35PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Jig Saw	
[4/15/23 07:35PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jig Saw	
[4/15/23 07:51PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Jig Saw	
[4/15/23 07:51PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Jig Saw	
[4/15/23 07:53PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jig Saw	
[4/15/23 07:53PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Jig Saw	
[4/15/23 08:11PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Jig Saw	
[4/15/23 08:12PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Jig Saw	
[4/15/23 08:12PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Jig Saw	
[4/15/23 08:12PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Jig Saw	
[4/15/23 08:12PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Jig Saw	
[4/15/23 08:14PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Jig Saw	
[4/15/23 08:15PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Jig Saw	
[4/15/23 08:15PM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Jig Saw	
[4/15/23 08:15PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Jig Saw	
[4/15/23 08:15PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Jig Saw	
[4/15/23 08:15PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Jig Saw	
[4/15/23 08:16PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Jig Saw	
[4/15/23 08:16PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Jig Saw	
[4/15/23 08:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jig Saw	
[4/15/23 08:16PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Jig Saw	
[4/15/23 08:16PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Jig Saw	
[4/15/23 08:17PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Jig Saw	
[4/15/23 08:17PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Jig Saw	
[4/15/23 08:32PM] Player picked up item: Coin, id: 995, amount: 2116384, owner: Jig Saw	
[4/15/23 08:32PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jig Saw	
[4/15/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Jig Saw	
[4/15/23 08:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Jig Saw	
[4/15/23 08:43PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Jig Saw	
[4/15/23 08:43PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Jig Saw	
[4/15/23 08:44PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Jig Saw	
[4/15/23 08:44PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Jig Saw	
[4/15/23 08:44PM] Player picked up item: Coin, id: 995, amount: 900, owner: Jig Saw	
[4/15/23 08:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jig Saw	
[4/15/23 08:44PM] Player picked up item: Coin, id: 995, amount: 900, owner: Jig Saw	
[4/15/23 08:44PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jig Saw	
[4/15/23 08:44PM] Player picked up item: Coin, id: 995, amount: 2700, owner: Jig Saw	
[4/15/23 08:44PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Jig Saw	
[4/15/23 08:44PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Jig Saw	
[4/15/23 08:44PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Jig Saw	
[4/15/23 08:44PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Jig Saw	
[4/15/23 08:44PM] Player picked up item: Coin, id: 995, amount: 900, owner: Jig Saw	
[4/15/23 08:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jig Saw	
[4/15/23 08:44PM] Player picked up item: Coin, id: 995, amount: 900, owner: Jig Saw	
[4/15/23 08:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jig Saw	
[4/15/23 08:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jig Saw	
[4/15/23 08:44PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Jig Saw	
[4/15/23 08:46PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jig Saw	
[4/15/23 08:48PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Jig Saw	
[4/15/23 08:48PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Jig Saw	
[4/15/23 08:57PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Jig Saw	
[4/15/23 08:58PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Jig Saw	
[4/15/23 09:00PM] Player picked up item: Coin, id: 995, amount: 1701082, owner: Jig Saw	
[4/15/23 09:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jig Saw	
