[4/15/23 08:39AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gbruh	
[4/15/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gbruh	
[4/15/23 08:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gbruh	
[4/15/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gbruh	
[4/15/23 08:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gbruh	
[4/15/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gbruh	
[4/15/23 08:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gbruh	
[4/15/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gbruh	
[4/15/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Johnnyapple	
[4/15/23 08:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gbruh	
[4/15/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gbruh	
[4/15/23 08:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gbruh	
[4/15/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gbruh	
[4/15/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gbruh	
[4/15/23 08:44AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Gbruh	
[4/15/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gbruh	
[4/15/23 08:44AM] Player picked up item: Coin, id: 995, amount: 400, owner: Gbruh	
[4/15/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gbruh	
[4/15/23 08:44AM] Player picked up item: Coin, id: 995, amount: 400, owner: Gbruh	
[4/15/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gbruh	
[4/15/23 08:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Gbruh	
[4/15/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gbruh	
[4/15/23 08:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Gbruh	
