[4/23/23 10:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyironfans	
[4/23/23 10:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyironfans	
[4/23/23 10:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyironfans	
[4/23/23 10:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Onlyironfans	
[4/23/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Onlyironfans	
[4/23/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyironfans	
[4/23/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyironfans	
[4/23/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Onlyironfans	
[4/23/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Onlyironfans	
[4/23/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyironfans	
[4/23/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Onlyironfans	
[4/23/23 10:15AM] Player picked up item: Blurite Staff, id: 22174, amount: 1, owner: Onlyironfans	
[4/23/23 10:16AM] Player picked up item: Starter Cannon, id: 22083, amount: 1, owner: Onlyironfans	
[4/23/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyironfans	
[4/23/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Onlyironfans	
[4/23/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Onlyironfans	
[4/23/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Onlyironfans	
[4/23/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyironfans	
[4/23/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyironfans	
[4/23/23 10:17AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Onlyironfans	
[4/23/23 10:18AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Onlyironfans	
[4/23/23 10:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyironfans	
[4/23/23 10:18AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Onlyironfans	
[4/23/23 10:19AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Onlyironfans	
[4/23/23 10:24AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Onlyironfans	
[4/23/23 10:25AM] Player picked up item: Coin, id: 995, amount: 2368230, owner: Onlyironfans	
[4/23/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Onlyironfans	
[4/23/23 10:48AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Onlyironfans	
[4/23/23 10:52AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Onlyironfans	
[4/23/23 10:54AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Onlyironfans	
[4/23/23 10:54AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Onlyironfans	
[4/23/23 10:55AM] Player picked up item: Coin, id: 995, amount: 2570648, owner: Onlyironfans	
[4/23/23 10:55AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Onlyironfans	
[4/23/23 10:57AM] Player picked up item: Starter Defender, id: 19914, amount: 1, owner: Onlyironfans	
[4/23/23 11:00AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Onlyironfans	
[4/23/23 11:00AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Onlyironfans	
[4/23/23 11:01AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Onlyironfans	
[4/23/23 11:06AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Onlyironfans	
[4/23/23 11:07AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Onlyironfans	
[4/23/23 11:07AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Onlyironfans	
[4/23/23 11:07AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Onlyironfans	
[4/23/23 11:09AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Onlyironfans	
[4/23/23 11:10AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Onlyironfans	
[4/23/23 11:10AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Onlyironfans	
[4/23/23 11:11AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Onlyironfans	
