[4/15/23 06:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tyron	
[4/15/23 06:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyron	
[4/15/23 06:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyron	
[4/15/23 06:59AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tyron	
[4/15/23 06:59AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tyron	
[4/15/23 06:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyron	
[4/15/23 07:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyron	
[4/15/23 07:00AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tyron	
[4/15/23 07:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyron	
[4/15/23 07:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tyron	
[4/15/23 07:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyron	
[4/15/23 07:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyron	
[4/15/23 07:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tyron	
[4/15/23 07:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tyron	
[4/15/23 07:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyron	
[4/15/23 07:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tyron	
[4/15/23 07:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyron	
[4/15/23 07:03AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tyron	
[4/15/23 07:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyron	
[4/15/23 07:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tyron	
[4/15/23 07:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tyron	
[4/15/23 07:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyron	
[4/15/23 07:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tyron	
[4/15/23 07:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyron	
[4/15/23 07:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tyron	
[4/15/23 07:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tyron	
[4/15/23 07:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tyron	
[4/15/23 07:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tyron	
[4/15/23 07:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tyron	
[4/15/23 07:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyron	
[4/15/23 07:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyron	
[4/15/23 07:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tyron	
[4/15/23 07:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyron	
[4/15/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyron	
[4/15/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tyron	
[4/15/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tyron	
[4/15/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tyron	
[4/15/23 07:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tyron	
[4/15/23 07:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyron	
[4/15/23 07:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tyron	
[4/15/23 07:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyron	
[4/15/23 07:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tyron	
[4/15/23 07:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tyron	
[4/15/23 07:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tyron	
[4/15/23 07:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tyron	
[4/15/23 08:38AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Tyron	
